"Group Name","Patch Name","Files Changed","Upstream","Tracked-On"
"VPG Patches","0049-MUST_REBASE-VPG-drivers-video-adf-DPIO-calls-for-DP-.patch",4,"No",""
"VPG Patches","0050-MUST_REBASE-VPG-drm-i915-Wrapper-function-for-PPS-de.patch",2,"No",""
"VPG Patches","0051-MUST_REBASE-VPG-drivers-video-adf-Platform-support-f.patch",16,"No",""
"VPG Patches","0052-MUST_REBASE-VPG-drivers-video-adf-encoder-changes-fo.patch",7,"No",""
"VPG Patches","0053-MUST_REBASE-VPG-drivers-video-adf-hotplug-and-flicke.patch",2,"No",""
"VPG Patches","0054-MUST_REBASE-VPG-video-adf-intel-Add-support-for-puni.patch",1,"No",""
"VPG Patches","0055-MUST_REBASE-VPG-adf-intel-vlv-update-pipe-plane-maxf.patch",13,"No",""
"VPG Patches","0056-MUST_REBASE-VPG-adf-intel-vlv-calculate-ddl-for-chv.patch",7,"No",""
"VPG Patches","0057-MUST_REBASE-VPG-adf-intel-vlv-update-wm-arbiter-and-.patch",9,"No",""
"VPG Patches","0058-MUST_REBASE-VPG-adf-intel-vlv-Brightness-fix-for-edp.patch",1,"No",""
"VPG Patches","0059-MUST_REBASE-VPG-drivers-video-adf-Add-MIPI-Hactive-r.patch",1,"No",""
"VPG Patches","0060-MUST_REBASE-VPG-drivers-video-adf-Fix-for-MIPI-dual-.patch",1,"No",""
"VPG Patches","0061-MUST_REBASE-VPG-drivers-video-adf-Fix-MIPI-DSI-disab.patch",3,"No",""
"VPG Patches","0062-MUST_REBASE-VPG-drivers-video-adf-Generalize-sequenc.patch",1,"No",""
"VPG Patches","0063-MUST_REBASE-VPG-drivers-video-adf-Add-a-method-to-de.patch",2,"No",""
"VPG Patches","0064-MUST_REBASE-VPG-drivers-video-adf-Disable-displays-d.patch",3,"No",""
"VPG Patches","0065-MUST_REBASE-VPG-drivers-video-adf-Fix-invalid-pointe.patch",1,"No",""
"VPG Patches","0066-MUST_REBASE-VPG-video-adf-Fix-the-initialization-seq.patch",2,"No",""
"VPG Patches","0067-REVERTME-VPG-video-intel-adf-WAR-for-display-disabli.patch",2,"No",""
"VPG Patches","0068-MUST_REBASE-VPG-video-adf-Color-Manager-IOCTL-Reg.patch",8,"No",""
"VPG Patches","0069-MUST_REBASE-VPG-video-adf-Register-Color-Manager-fra.patch",6,"No",""
"VPG Patches","0070-MUST_REBASE-VPG-video-adf-Color-Manager-Framework-Ac.patch",5,"No",""
"VPG Patches","0071-MUST_REBASE-VPG-video-adf-Platform-Color-Manager-ini.patch",5,"No",""
"VPG Patches","0072-MUST_REBASE-VPG-video-adf-platform-CSC-correction.patch",1,"No",""
"VPG Patches","0073-MUST_REBASE-VPG-video-adf-Platform-gamma-correction.patch",1,"No",""
"VPG Patches","0074-MUST_REBASE-VPG-video-adf-Sprite-Brightness-and-Cont.patch",1,"No",""
"VPG Patches","0075-MUST_REBASE-VPG-video-adf-Sprite-Hue-and-Saturation-.patch",1,"No",""
"VPG Patches","0076-MUST_REBASE-VPG-video-adf-CHV-Color-Manager-initiali.patch",5,"No",""
"VPG Patches","0077-MUST_REBASE-VPG-video-adf-CHV-CSC-correction.patch",1,"No",""
"VPG Patches","0078-MUST_REBASE-VPG-video-adf-CHV-Gamma-correction.patch",1,"No",""
"VPG Patches","0079-MUST_REBASE-VPG-video-adf-CHV-De-gamma-correction.patch",1,"No",""
"VPG Patches","0080-MUST_REBASE-VPG-video-adf-CHV-Brightness-Contrast-co.patch",1,"No",""
"VPG Patches","0081-MUST_REBASE-VPG-video-adf-CHV-Hue-Saturation-correct.patch",1,"No",""
"VPG Patches","0082-MUST_REBASE-VPG-video-adf-intel-Fix-duplicate-modese.patch",1,"No",""
"VPG Patches","0083-MUST_REBASE-VPG-video-adf-intel-Respect-ADF-kernel-p.patch",1,"No",""
"VPG Patches","0084-MUST_REBASE-VPG-drm-i915-adf-Re-Organize-the-get-put.patch",1,"No",""
"VPG Patches","0085-MUST_REBASE-VPG-video-adf-intel-Cover-modeset-dpms-w.patch",3,"No",""
"VPG Patches","0086-MUST_REBASE-VPG-drm-i915-adf-Reinit-adf-hpd-from-chv.patch",2,"No",""
"VPG Patches","0087-MUST_REBASE-VPG-video-adf-intel-Sleep-resume-fix-for.patch",8,"No",""
"VPG Patches","0088-SQUASHME-VPG-adf-intel-hdmi-Suppress-the-debug-log-f.patch",1,"No",""
"VPG Patches","0089-FOR_UPSTREAM-VPG-drm-i915-Add-New-RC6-Promotion-time.patch",1,"No",""
"VPG Patches","0090-MUST_REBASE-VPG-drm-i915-Allow-DPST-register-access-.patch",1,"No",""
"VPG Patches","0091-Revert-REVERTME-VPG-drm-i915-vlv-Perform-modeset-bas.patch",1,"No",""
"VPG Patches","0092-FOR_UPSTREAM-VPG-drm-i915-vlv-Perform-modeset-based-.patch",1,"No",""
"VPG Patches","0093-Revert-REVERTME-VPG-drm-i915-Skip-wait-for-Gfx-if-Gf.patch",1,"No",""
"VPG Patches","0094-FOR_UPSTREAM-drm-i915-chv-Remove-Wait-for-a-previous.patch",1,"No",""
"VPG Patches","0095-FOR_UPSTREAM-VPG-drm-i915-Setting-autosuspend_delay_.patch",1,"No",""
"VPG Patches","0001-FOR_UPSTREAM-VPG-drm-i915-Framebuffers-need-not-be-l.patch",2,"No",""
"VPG Patches","0002-FOR_UPSTREAM-VPG-drm-i915-_wait_for-might-be-called-.patch",1,"No",""
"VPG Patches","0003-REVERTME-VPG-drm-i915-Enlarge-FORCEWAKE_ACK_TIMEOUT_.patch",1,"No",""
"VPG Patches","0004-MUST_REBASE-VPG-drm-i915-Map-HuC-object-to-PPGTT-add.patch",3,"No",""
"VPG Patches","0001-SQUASHME-VPG-drivers-video-adf-A-few-HDMI-clean-ups.patch",3,"No",""
"VPG Patches","0002-MUST_REBASE-VPG-video-adf-HDMI-LPE-Audio-framework.patch",5,"No",""
"VPG Patches","0003-MUST_REBASE-VPG-video-adf-Register-ADF-with-LPE-Audi.patch",4,"No",""
"VPG Patches","0004-MUST_REBASE-VPG-video-adf-Audio-Hotplug-and-DIP.patch",11,"No",""
"VPG Patches","0005-MUST_REBASE-VPG-video-adf-HDMI-LPE-Audio-Interrupts.patch",5,"No",""
"VPG Patches","0006-MUST_REBASE-VPG-video-adf-Extcon-class-notification.patch",3,"No",""
"VPG Patches","0007-MUST_REBASE-VPG-video-adf-Change-the-function-return.patch",10,"No",""
"VPG Patches","0008-MUST_REBASE-VPG-drivers-video-adf-Enable-DPMS-on-off.patch",1,"No",""
"VPG Patches","0009-MUST_REBASE-VPG-drivers-video-adf-Enable-Dithering-f.patch",4,"No",""
"VPG Patches","0010-MUST_REBASE-VPG-drivers-video-adf-Fix-sporadic-scree.patch",2,"No",""
"VPG Patches","0011-MUST_REBASE-VPG-adf-intel-hdmi-HDMI-clock-calculatio.patch",3,"No",""
"VPG Patches","0012-MUST_REBASE-VPG-drivers-video-adf-Add-PSR-variables-.patch",2,"No",""
"VPG Patches","0013-MUST_REBASE-VPG-drivers-video-adf-Add-pipe-offsets-f.patch",3,"No",""
"VPG Patches","0014-MUST_REBASE-VPG-drivers-video-adf-Enable-PSR-on-ADF.patch",4,"No",""
"VPG Patches","0015-MUST_REBASE-VPG-drivers-video-adf-Activate-PSR-on-AD.patch",2,"No",""
"VPG Patches","0016-MUST_REBASE-VPG-drivers-video-adf-Update-CDclk-durin.patch",2,"No",""
"VPG Patches","0017-SQUASHME-VPG-drm-i915-Fix-for-race-conditions-in-req.patch",2,"Yes",""
"VPG Patches","0018-FOR_UPSTREAM-VPG-drm-i915-Add-the-request-to-the-exe.patch",3,"Yes",""
"VPG Patches","0019-FOR_UPSTREAM-VPG-drm-i915-Start-of-GPU-scheduler.patch",5,"Yes",""
"VPG Patches","0020-FOR_UPSTREAM-VPG-drm-i915-Prepare-retire_requests-to.patch",1,"Yes",""
"VPG Patches","0021-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-hook-into-.patch",4,"Yes",""
"VPG Patches","0022-FOR_UPSTREAM-VPG-drm-i915-Disable-hardware-semaphore.patch",4,"Yes",""
"VPG Patches","0023-FOR_UPSTREAM-VPG-drm-i915-Force-MMIO-flips-when-sche.patch",1,"Yes",""
"VPG Patches","0024-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-hook-when-.patch",3,"Yes",""
"VPG Patches","0025-FOR_UPSTREAM-VPG-drm-i915-Added-deferred-work-handle.patch",5,"Yes",""
"VPG Patches","0026-FOR_UPSTREAM-VPG-drm-i915-Redirect-execbuffer_final-.patch",2,"Yes",""
"VPG Patches","0027-FOR_UPSTREAM-VPG-drm-i915-Added-tracking-locking-of-.patch",2,"Yes",""
"VPG Patches","0028-FOR_UPSTREAM-VPG-drm-i915-Added-manipulation-of-OLR.patch",2,"Yes",""
"VPG Patches","0029-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-interrupt-.patch",1,"Yes",""
"VPG Patches","0030-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-support-to.patch",5,"Yes",""
"VPG Patches","0031-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-support-to.patch",1,"Yes",""
"VPG Patches","0032-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-flush-call.patch",3,"Yes",""
"VPG Patches","0033-FOR_UPSTREAM-VPG-drm-i915-Hook-scheduler-into-intel_.patch",3,"Yes",""
"VPG Patches","0034-FOR_UPSTREAM-VPG-drm-i915-Add-scheduler-hook-to-GPU-.patch",3,"Yes",""
"VPG Patches","0035-FOR_UPSTREAM-VPG-drm-i915-Added-a-module-parameter-f.patch",4,"Yes",""
"VPG Patches","0036-FOR_UPSTREAM-VPG-drm-i915-Support-for-unflushed-ring.patch",6,"Yes",""
"VPG Patches","0037-FOR_UPSTREAM-VPG-drm-i915-Defer-seqno-allocation-unt.patch",3,"Yes",""
"VPG Patches","0038-FOR_UPSTREAM-VPG-drm-i915-Assign-seqno-at-start-of-e.patch",3,"Yes",""
"VPG Patches","0039-REVERTME-VPG-drm-i915-Use-OOM-adjust-value-as-schedu.patch",1,"Yes",""
"VPG Patches","0040-FOR_UPSTREAM-VPG-drm-i915-Added-immediate-submission.patch",2,"Yes",""
"VPG Patches","0041-FOR_UPSTREAM-VPG-drm-i915-Added-trace-points-to-sche.patch",4,"Yes",""
"VPG Patches","0042-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-queue-thro.patch",4,"Yes",""
"VPG Patches","0043-FOR_UPSTREAM-VPG-drm-i915-Added-debugfs-interface-to.patch",1,"Yes",""
"VPG Patches","0044-FOR_UPSTREAM-VPG-drm-i915-Added-debug-state-dump-fac.patch",2,"Yes",""
"VPG Patches","0045-FOR_UPSTREAM-VPG-drm-i915-Add-early-exit-to-execbuff.patch",4,"Yes",""
"VPG Patches","0046-FOR_UPSTREAM-VPG-drm-i915-Add-total-count-to-context.patch",1,"Yes",""
"VPG Patches","0047-FOR_UPSTREAM-VPG-drm-i915-Added-scheduler-statistic-.patch",4,"Yes",""
"VPG Patches","0048-FOR_UPSTREAM-VPG-drm-i915-Added-seqno-values-to-sche.patch",2,"Yes",""
"VPG Patches","0049-REVERTME-VPG-drm-i915-Make-native-sync-work-with-sch.patch",10,"Yes",""
"VPG Patches","0050-FOR_UPSTREAM-VPG-drm-i915-Allow-rsvd2-to-be-used-by-.patch",1,"Yes",""
"VPG Patches","0051-FOR_UPSTREAM-VPG-drm-i915-Add-scheduler-support-func.patch",2,"Yes",""
"VPG Patches","0052-FOR_UPSTREAM-VPG-drm-i915-Updated-TDR-to-work-with-t.patch",1,"No",""
"VPG Patches","0053-FOR_UPSTREAM-VPG-drm-i915-GPU-priority-bumping-to-pr.patch",3,"Yes",""
"VPG Patches","0054-FOR_UPSTREAM-VPG-drm-i915-Enable-GPU-scheduler-by-de.patch",1,"Yes",""
"VPG Patches","0055-FOR_UPSTREAM-VPG-drm-i915-Correct-the-size-of-PDE-al.patch",1,"No",""
"VPG Patches","0056-FOR_UPSTREAM-VPG-drm-i915-Export-active-PPGTTs-in-de.patch",1,"No",""
"VPG Patches","0057-FOR_UPSTREAM-VPG-drm-i915-Clean-up-PPGTT-on-context-.patch",4,"No",""
"VPG Patches","0058-FOR_UPSTREAM-VPG-drm-i915-chv-Correcting-the-GPIO-ma.patch",2,"No",""
"VPG Patches","0059-SQUASHME-VPG-drm-i915-Fix-address-in-logical_ring_wr.patch",1,"No",""
"VPG Patches","0060-FOR_UPSTREAM-VPG-drm-i915-gen8-Apply-Per-context-wor.patch",4,"No",""
"VPG Patches","0061-FOR_UPSTREAM-VPG-drm-i915-Workaround-to-avoid-lite-r.patch",1,"No",""
"VPG Patches","0001-MUST_REBASE-VPG-drivers-video-adf-Add-more-color-for.patch",1,"No",""
"VPG Patches","0002-MUST_REBASE-VPG-drm-i915-Implement-simple-buffer-all.patch",1,"No",""
"VPG Patches","0003-FOR_UPSTREAM-VPG-drm-i915-Add-support-for-mmap-of-dm.patch",1,"No",""
"VPG Patches","0004-MUST_REBASE-VPG-drivers-video-adf-Support-ADF-simple.patch",1,"No",""
"VPG Patches","0005-FOR_UPSTREAM-VPG-drm-i915-addition-of-the-drrs_min_v.patch",3,"No",""
"VPG Patches","0006-MUST_REBASE-VPG-drm-i915-Wrapper-function-for-DRRS-V.patch",2,"No",""
"VPG Patches","0007-MUST_REBASE-VPG-drm-i915-Wrapper-for-PCI-sideband-rw.patch",2,"No",""
"VPG Patches","0008-MUST_REBASE-VPG-adf-intel-vlv-Additional-Sideband-wr.patch",1,"No",""
"VPG Patches","0009-MUST_REBASE-VPG-video-adf-intel-Lib-funcs-to-operate.patch",3,"No",""
"VPG Patches","0010-MUST_REBASE-VPG-video-adf-intel-Generic-DRRS-state-M.patch",5,"No",""
"VPG Patches","0011-MUST_REBASE-VPG-video-adf-intel-Implementation-of-Ge.patch",6,"No",""
"VPG Patches","0012-MUST_REBASE-VPG-adf-intel-vlv-Implementation-of-VLV-.patch",7,"No",""
"VPG Patches","0013-MUST_REBASE-VPG-video-adf-intel-Interfacing-the-Idle.patch",2,"No",""
"VPG Patches","0014-MUST_REBASE-VPG-video-adf-intel-MEDIA_RR-state-is-ad.patch",5,"No",""
"VPG Patches","0015-MUST_REBASE-VPG-adf-intel-vlv-attach-intel-planes-to.patch",1,"No",""
"VPG Patches","0016-MUST_REBASE-VPG-adf-intel-vlv-keep-planes-enabled-fo.patch",1,"No",""
"VPG Patches","0017-MUST_REBASE-VPG-adf-intel-handle-panelfitter-type-in.patch",1,"No",""
"VPG Patches","0018-MUST_REBASE-VPG-adf-intel-vlv-Add-support-for-panel-.patch",5,"No",""
"VPG Patches","0019-MUST_REBASE-VPG-video-adf-intel-check-sprite-plane-v.patch",1,"No",""
"VPG Patches","0020-MUST_REBASE-VPG-video-adf-intel-Enable-DP-hotplug.patch",4,"No",""
"VPG Patches","0021-MUST_REBASE-VPG-video-adf-intel-Bits-per-pixel-read-.patch",4,"No",""
"VPG Patches","0022-REVERTME-VPG-video-adf-Disable-PFI-credits.patch",1,"No",""
"VPG Patches","0023-SQUASHME-VPG-drm-i915-Fixed-manual-hang-recovery-for.patch",1,"No","https://jira01.devtools.intel.com/browse/GMIN-3564"
"VPG Patches","0024-SQUASHME-VPG-drm-i915-Keep-Ring-HWS-page-address-per.patch",3,"No","https://jira01.devtools.intel.com/browse/GMIN-3564"
"VPG Patches","0025-SQUASHME-VPG-drm-i915-Keep-WA-init-functions-global-.patch",2,"No",""
"VPG Patches","0026-SQUASHME-VPG-drm-i915-Make-ring-buffer-mode-WA-init-.patch",2,"No",""
"VPG Patches","0027-FOR_UPSTREAM-VPG-Introduce-extended-ioctl-interface.patch",7,"No",""
"VPG Patches","0028-FOR_UPSTREAM-VPG-drm-i915-Support-for-bo-userdata.patch",7,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-chv-Avoid-i915-sleep-before-mo.patch",2,"No",""
"VPG Patches","0002-SQUASHME-VPG-drm-i915-Remove-wrong-power-gating-in-r.patch",1,"No",""
"VPG Patches","0003-FOR_UPSTREAM-VPG-drm-i915-cht-Ignore-short-pulse.patch",2,"No",""
"VPG Patches","0004-FOR_UPSTREAM-VPG-drm-i915-Fixing-audio-while-HDMI-ho.patch",3,"No",""
"VPG Patches","0001-FOR_UPSTREAM-VPG-drm-i915-Re-adjusting-rc6-promotion.patch",2,"No",""
"VPG Patches","0002-MUST_REBASE-VPG-drivers-video-adf-Export-compute_m_n.patch",2,"No",""
"VPG Patches","0003-MUST_REBASE-VPG-drivers-video-adf-Add-pipe-offsets-f.patch",3,"No",""
"VPG Patches","0004-MUST_REBASE-VPG-drivers-video-adf-Add-generic-eDP-DR.patch",3,"No",""
"VPG Patches","0005-MUST_REBASE-VPG-drivers-video-adf-Add-VLV-eDP-DRRS-m.patch",3,"No",""
"VPG Patches","0006-MUST_REBASE-VPG-drivers-video-adf-Activate-eDP-DRRS.patch",5,"No",""
"VPG Patches","0007-MUST_REBASE-VPG-drivers-video-adf-Disable-DRRS-when-.patch",1,"No",""
"VPG Patches","0008-MUST_REBASE-VPG-video-adf-Add-support-for-CHT-B0-hor.patch",3,"No",""
"VPG Patches","0009-MUST_REBASE-VPG-video-adf-Add-support-for-CHT-B0-can.patch",9,"No",""
"VPG Patches","0010-MUST_REBASE-VPG-video-adfel-Support-for-CHT-B0-Impro.patch",5,"No",""
"VPG Patches","0011-Revert-MUST_REBASE-VPG-adf-intel-vlv-Add-support-for.patch",2,"No",""
"VPG Patches","0012-MUST_REBASE-VPG-video-adf-CHT-B0-primary-plane-windo.patch",10,"No",""
"VPG Patches","0013-MUST_REBASE-VPG-adf-CHT-K0-sprite-C-plane-windowing-.patch",1,"No",""
"VPG Patches","0014-SQUASHME-VPG-video-adf-intel-Fix-screen-shift-on-MIP.patch",1,"No",""
"VPG Patches","0015-SQUASHME-VPG-drm-i915-adf-Respect-adf-kernel-paramet.patch",1,"No",""
"VPG Patches","0016-MUST_REBASE-VPG-video-adf-intel-Fix-for-eDP-support-.patch",3,"No",""
"VPG Patches","0017-SQUASHME-VPG-video-adf-NULL-Pipe-check-for-HDMI-Audi.patch",2,"No",""
"VPG Patches","0018-MUST_REBASE-VPG-video-adf-Set-Write-AVI-Infoframes.patch",4,"No",""
"VPG Patches","0019-SQUASHME-VPG-video-adf-Fix-for-Color-correction-in-S.patch",1,"No",""
"VPG Patches","0020-MUST_REBASE-VPG-video-adf-intel-Fix-DSI-panel-power-.patch",1,"No",""
"VPG Patches","0021-MUST_REBASE-VPG-video-adf-intel-Initialize-regs-for-.patch",1,"No",""
"VPG Patches","0022-SQUASHME-VPG-video-adf-intel-Allow-DSI-PLL1-for-DSI-.patch",1,"No",""
"VPG Patches","0023-MUST_REBASE-VPG-video-adf-intel-Adding-the-get_brigh.patch",2,"No",""
"VPG Patches","0024-SQUASHME-VPG-drm-i915-return-correct-backlight-value.patch",1,"No",""
"VPG Patches","0025-FOR_UPSTREAM-VPG-drm-i915-Fix-invalid-memory-access-.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-17697"
"VPG Patches","0026-FROM_UPSTREAM-VPG-drm-i915-Add-media-rc6-residency-f.patch",1,"No","http://lists.freedesktop.org/archives/intel-gfx/2015-January/058590.html"
"VPG Patches","0027-FOR_UPSTREAM-VPG-drm-i915-Clean-up-idr-table-if-cont.patch",1,"No",""
"VPG Patches","0001-REVERTME-VPG-drm-i915-DSI-port-initialization-patch.patch",1,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-Remove-unnecessary-mutex-aroun.patch",1,"No",""
"VPG Patches","0002-SQUASHME-VPG-drm-i915-Remove-pin-unpin-fence-for-gen.patch",1,"No",""
"VPG Patches","0003-REVERTME-VPG-drm-i915-Skip-power-sequencer-kick-if-p.patch",1,"No",""
"VPG Patches","0004-FOR_UPSTREAM-VPG-drm-i915-Fix-for-Intel-Logo-Blink-d.patch",1,"No","https://jira01.devtools.intel.com/browse/IMINAN-20671"
"VPG Patches","0005-FROM_UPSTREAM-VPG-drm-i915-add-missing-rpm-ref-to-i9.patch",1,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-Perfmon-disable-RCS-state-chec.patch",1,"No",""
"VPG Patches","0002-SQUASHME-VPG-drm-i915-Enable-panel-fitter-only-on-HW.patch",5,"No",""
"VPG Patches","0003-FOR_UPSTREAM-VPG-drm-i915-Support-Pm5-and-DDR-DVFS-o.patch",6,"No",""
"VPG Patches","0004-SQUASHME-VPG-include-linux-Remove-duplicate-code.patch",1,"No",""
"VPG Patches","0005-SQUASHME-VPG-drm-i915-Fix-i915-compilation-as-a-modu.patch",1,"No",""
"VPG Patches","0002-REVERTME-VPG-drm-i915-fix-no-display-in-charging-OS.patch",1,"No",""
"VPG Patches","0003-Revert-REVERTME-VPG-drm-i915-wa-for-mipi-cmd-mode-po.patch",2,"No",""
"VPG Patches","0004-FOR_UPSTREAM-VPG-drm-i915-WA-for-cannot-read-mipi-po.patch",2,"No",""
"VPG Patches","0005-Revert-REVERTME-VPG-drm-i915-Power-gating-display-we.patch",4,"No",""
"VPG Patches","0006-REVERTME-VPG-Clear-GTFIFODBG-after-S0ix-exit.patch",1,"No",""
"VPG Patches","0007-FOR_UPSTREAM-VPG-drm-i915-Simplified-the-logic-for-d.patch",3,"No",""
"VPG Patches","0008-FOR_UPSTREAM-VPG-drm-i915-Do-not-touch-clock-or-powe.patch",1,"No",""
"VPG Patches","0001-REVERTME-VPG-drm-i915-Check-FIFO-FULL-before-sending.patch",1,"No",""
"VPG Patches","0002-FOR_UPSTREAM-VPG-drm-i915-Fixing-send-long-cmd-algo.patch",1,"No",""
"VPG Patches","0003-FOR_UPSTREAM-VPG-drm-i915-Removed-redundant-delay-in.patch",1,"No",""
"VPG Patches","0001-REVERTME-VPG-Fixing-the-DSI-enable-calls-sequence.patch",1,"No",""
"VPG Patches","0002-FOR_UPSTREAM-VPG-drm-i915-Move-port-enable-to-after-.patch",1,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-check-for-chv-and-pipe-B-enabl.patch",2,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-Renumber-the-privately-defined.patch",2,"No",""
"VPG Patches","0002-MUST_REBASE-VPG-libdrm-adding-kernel-query-param-for.patch",4,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-Reintroduce-removed-duplicate-.patch",2,"No","https://jira01.devtools.intel.com/browse/GMIN-3564"
"VPG Patches","0002-FROM_UPSTREAM-VPG-drm-i915-Limit-max-VCO-supported-i.patch",1,"Yes","http://lists.freedesktop.org/archives/intel-gfx/2015-February/060113.html"
"VPG Patches","0003-FROM_UPSTREAM-VPG-drm-i915-Add-new-PHY-reg-definitio.patch",1,"Yes","http://lists.freedesktop.org/archives/intel-gfx/2015-February/060112.html"
"VPG Patches","0004-FROM_UPSTREAM-VPG-drm-i915-Disable-M2-frac-division-.patch",2,"No","http://lists.freedesktop.org/archives/intel-gfx/2015-March/061371.html"
"VPG Patches","0005-FROM_UPSTREAM-VPG-drm-i915-Initialize-CHV-digital-lo.patch",2,"No","http://lists.freedesktop.org/archives/intel-gfx/2015-March/061372.html"
"VPG Patches","0006-FROM_UPSTREAM-VPG-drm-i915-Update-prop-int-co-eff-an.patch",2,"No","http://lists.freedesktop.org/archives/intel-gfx/2015-March/061392.html"
"VPG Patches","0007-REVERTME-VPG-drm-i915-Remove-DSPCNTR-programming-fro.patch",1,"No",""
"VPG Patches","0008-MUST_REBASE-VPG-drm-i915-Send-GSTATE-change-notifica.patch",1,"No",""
"VPG Patches","0009-SQUASHME-VPG-drm-i915-Cancel-media-promotion-timer-w.patch",1,"No",""
"VPG Patches","0010-REVERTME-VPG-drm-i915-add-runtime-put-get-calls-at-t.patch",3,"No",""
"VPG Patches","0011-REVERTME-VPG-drm-i915-Disable-HDMI-port-immediately-.patch",4,"No",""
"VPG Patches","0012-FOR_UPSTREAM-VPG-drm-i915-Fix-for-Hardware-Rotation.patch",2,"No",""
"VPG Patches","0013-FOR_UPSTREAM-VPG-drm-i915-chv-Optimize-forcewake-aro.patch",2,"No",""
"VPG Patches","0014-SQUASHME-VPG-drm-i915-Optimize-the-runtime-Promotion.patch",2,"No",""
"VPG Patches","0015-FOR_UPSTREAM-VPG-drm-i915-gracefully-handle-unsuppor.patch",1,"No",""
"VPG Patches","0016-SQUASHME-VPG-drm-i915-Fix-power-initialization-in-S3.patch",1,"No",""
"VPG Patches","0017-SQUASHME-VPG-drm-i915-Fix-location-of-watchdog-check.patch",2,"Yes",""
"VPG Patches","0018-SQUASHME-VPG-drm-i915-Fix-for-confused-TDR-when-sche.patch",1,"Yes",""
"VPG Patches","0019-SQUASHME-VPG-drm-i915-Fix-for-TDR-kernel-panic-when-.patch",1,"Yes",""
"VPG Patches","0020-FOR_UPSTREAM-VPG-drm-i915-fix-ULPS-sequence-for-MIPI.patch",1,"No",""
"VPG Patches","0021-FROM_UPSTREAM-VPG-drm-i915-Fix-device-boot-issue-wit.patch",1,"No",""
"VPG Patches","0022-Revert-SQUASHME-VPG-drm-i915-Remove-unnecessary-mute.patch",1,"No",""
"VPG Patches","0001-REVERT-REVERTME-HACK-drm-i915-Force-HW-reset-modeset.patch",1,"No",""
"VPG Patches","0002-SQUASHME-VPG-drm-i915-Disabling-interrupts-before-di.patch",1,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-Fix-for-potential-NULL-pointer.patch",1,"No",""
"VPG Patches","0002-SQUASHME-VPG-drm-i915-Fix-for-object-dereference-aft.patch",1,"No",""
"VPG Patches","0003-FOR_UPSTREAM-VPG-drm-i915-Fix-for-potential-NULL-poi.patch",1,"No",""
"VPG Patches","0004-REVERTME-VPG-drm-i915-Adding-the-usb-typeC-fields-in.patch",2,"No","https://jira01.devtools.intel.com/browse/IMINAN-25621"
"VPG Patches","0005-FOR_UPSTREAM-VPG-drm-i915-Fix-for-edp-hpd-loop.patch",1,"No",""
"VPG Patches","0006-FOR_UPSTREAM-VPG-drm-i915-Bug-fix-for-PSR-enabling.patch",5,"No",""
"VPG Patches","0001-FOR_UPSTREAM-VPG-drm-Correct-VIC-for-AVI-Compliance-.patch",4,"No",""
"VPG Patches","0002-FOR_UPSTREAM-VPG-drm-i915-Populate-aspect-ratio-in-A.patch",1,"No",""
"VPG Patches","0003-SQUASHME-VPG-drm-i915-Use-mutex-around-stats-trackin.patch",1,"No",""
"VPG Patches","0004-FOR_UPSTREAM-VPG-drm-i915-Kernel-Crash-in-drm_unlock.patch",1,"No",""
"VPG Patches","0005-FOR_UPSTREAM-VPG-drm-i915-Possible-lock-priority-esc.patch",1,"No",""
"VPG Patches","0006-FOR_UPSTREAM-VPG-drm-i915-Fixes-unsafe-deference-in-.patch",1,"No",""
"VPG Patches","0007-MUST_REBASE-VPG-drm-i915-Add-variable-gem-object-siz.patch",5,"No",""
"VPG Patches","0001-SQUASHME-VPG-drm-i915-Use-generic-reg-variable-for-B.patch",1,"No",""
"VPG Patches","0002-FOR_UPSTREAM-VPG-drm-i915-Clearing-buffer-objects-vi.patch",2,"No",""
"VPG Patches","0003-FOR_UPSTREAM-VPG-drm-i915-chv-Enable-stolen-memory-u.patch",3,"No",""
"VPG Patches","0004-FOR_UPSTREAM-VPG-drm-i915-chv-Enable-WaDisableShadow.patch",2,"No",""
"VPG Patches","0001-FOR_UPSTREAM-VPG-drm-i915-Restore-RC_PWRCTX_MAXCNT-r.patch",1,"No",""
"VPG Patches","0002-FOR_UPSTREAM-VPG-drm-i915-Fix-for-potential-NULL-poi.patch",1,"No",""
"VPG Patches","0001-REVERTME-VPG-drm-i915-Allow-the-cd_clk-to-run-at-266.patch",2,"No","https://jira01.devtools.intel.com/browse/IMINAN-26531"
